,distribution,alpha,gamma
151,"[  2.58248499e+00   6.63338756e-01   1.03997116e+00   1.62278969e-01
   8.38071906e-01   1.38743199e+00   1.70761840e+00   6.52954856e-01
   5.88180194e-02   3.24539932e+00   1.32875676e+00   7.25738149e-01
   1.31141488e-01   1.85558292e+00   9.99768518e-01   2.19349630e+00
   4.45463239e-01   9.88088919e-01   6.68963014e-01   4.48841369e+00
   4.79935613e-01   1.16688197e+00   8.59176669e-01   7.34994803e-02
   2.46559009e+00   3.19883780e-02   1.95895815e+00   5.64947608e-01
   3.17224096e-02   8.19569260e-01   2.69514230e+00   1.92982940e-01
   1.13578512e+00   1.67374402e-03   4.58214205e-01   1.06032167e-01
   1.09075608e-01   5.41127715e-02   1.57821032e+00   9.83262315e-01
   8.99782855e-01   6.04378232e-02   1.36743809e+00   6.10537019e-01
   1.15102071e+00   4.19107825e+00   5.38834328e-01   2.72572576e+00
   5.16905156e-01   4.84602436e-02   1.78466059e-01   2.21966387e+00
   2.71405751e-01   4.27900890e-01   4.64917261e-01   9.49675957e-01
   5.91571907e-01   1.42936852e+00   3.07353435e+00   2.48984084e-01
   1.12859422e-01   2.08867594e-01   5.49191756e-01   4.18506008e-01
   7.87517697e-02   4.20147468e-01   6.69340931e-04   4.64499123e-01
   5.64523015e-01   2.05664922e-01   1.29603862e+00   7.41369874e-01
   1.22417984e-01   5.29883100e-01   5.62531240e-02   1.82143783e+00
   2.63983387e+00   2.13979189e-01   2.69740242e-01   3.46140514e+00
   9.52469412e-01   1.08972835e+00   4.43494207e-01   5.28383723e+00
   1.93998445e+00   7.08144307e-01   2.89339101e+00   7.47264137e-02
   3.44884284e-01   1.52920386e-01   1.73445506e+00   2.94563731e-01
   1.37258288e+00   2.25806813e+00   9.85476442e-01   4.15994869e-01
   4.07953187e-01   2.36172784e-01   2.44598562e-01   9.42635527e-02]",1.1999999999999997,2.2
152,"[ 0.221729    2.12231512  0.40839614  1.11109342  0.95589685  3.51534564
  0.67337195  0.14961379  0.8526314   0.73642569  0.04765537  0.08019437
  0.94680247  1.02108409  0.17531922  1.56784162  0.44304766  0.31314354
  1.11830329  0.07725195  0.20559288  1.3494939   0.54770142  0.67896075
  1.08198731  1.89951159  0.88733859  0.27237215  0.73501544  1.62139474
  0.03197689  0.58602294  2.51923434  0.55629806  0.90885621  1.76402447
  0.09237977  0.54724512  0.26583914  0.58067161  0.36324168  2.85270801
  0.99505249  1.2045544   0.68904708  0.30021321  0.19395472  3.0918235
  0.2141684   0.54337732  0.95948915  0.83502372  3.57786408  0.52193372
  0.25344997  0.37221804  1.26758187  0.34644183  1.1804674   1.55707051
  0.07788289  0.99884208  0.26019045  0.01088037  2.01985716  2.38673
  1.62894443  1.51707796  0.83199742  0.23631233  2.4771606   1.466423
  1.82193018  1.94506239  1.80679311  0.76348112  0.98924518  1.67577409
  1.11229084  0.48484638  1.40437509  0.96434484  0.16251663  0.5294316
  0.31081411  1.13065579  1.07584599  0.59688307  0.69362441  1.54211407
  0.71516694  1.64244019  2.29956658  1.32815753  1.09846424  0.15471208
  1.11829054  1.10218618  0.75619314  1.87343398]",1.1999999999999997,2.4000000000000004
153,"[  5.49481317e+00   2.32592818e-01   1.63369291e+00   4.90690697e-01
   2.93564508e-01   2.11392084e-01   5.73306158e-01   1.75447688e-01
   3.49313912e-01   1.37653706e+00   5.96760998e-01   1.10794891e+00
   5.40126411e-01   6.89535762e-01   1.03408991e+00   4.83910307e-02
   1.35038045e+00   4.43770654e-01   1.05803342e-01   5.33171617e-01
   1.54520393e+00   7.50025572e-01   1.34244045e+00   1.08362849e+00
   1.33724670e-01   2.22633642e-01   2.07635209e+00   9.12762931e-01
   2.87249852e-01   6.89620132e-01   2.12326831e+00   2.95796809e-03
   2.22664571e+00   1.37354333e+00   6.01481069e-01   4.09141739e-01
   3.45996164e+00   1.18277045e+00   6.62817791e-01   5.67605964e-01
   4.59735833e-01   8.97756780e-01   1.37648052e+00   2.72955917e-01
   2.01617465e+00   3.64765954e-01   1.96258387e+00   2.95262460e-01
   3.00003114e+00   3.32935956e+00   4.61474300e-04   2.23482317e+00
   3.77680013e-01   8.03660645e-01   1.24112780e-01   5.59108794e-01
   2.02437626e+00   2.49675186e+00   2.02723027e-01   3.50557022e-01
   2.82081160e-01   4.55197092e-01   8.99870866e-02   1.00908422e+00
   8.81927224e-02   1.25241078e+00   9.09379983e-02   1.07918928e-02
   1.83820800e+00   8.80587716e-02   7.55480419e-02   1.79301622e+00
   5.71166695e-01   2.26773687e+00   1.71781251e-01   1.00921327e+00
   4.21108012e+00   4.28211061e-01   2.72833865e-01   3.49344558e-01
   1.26924396e+00   3.20627484e-01   1.03664702e+00   1.90374680e+00
   8.65026642e-02   7.82402912e-02   3.86689720e+00   3.92831660e-01
   1.43461141e+00   8.05472192e-01   2.40205892e+00   2.56645463e+00
   1.05937587e+00   2.96571248e-01   5.35406852e-02   9.42427091e-01
   4.44544404e-01   1.17959055e-01   2.22297225e+00   2.59865935e-01]",1.1999999999999997,2.6
154,"[  1.33190327e+00   1.46803113e+00   1.11225153e-01   2.16720486e+00
   1.95861295e+00   2.48235097e-01   2.82178597e+00   1.01619231e-01
   4.54750369e-01   1.48198463e+00   9.64702151e-02   6.84625923e-01
   1.31062383e+00   7.20981381e-01   6.20178363e-01   2.33669047e-01
   3.77339470e-01   1.08582888e+00   1.02103673e+00   1.79738827e+00
   1.92631569e+00   3.01984255e-01   3.69039961e-01   4.29508238e-02
   1.29074719e-01   8.95563708e-01   2.52252793e+00   8.33018413e-01
   5.19095763e-01   1.83336601e+00   1.97855722e+00   1.80791544e+00
   8.64778101e-01   8.11641710e-01   1.07600423e-01   4.17029869e-01
   1.31070616e+00   6.45733044e-01   2.21925416e-01   1.18648450e+00
   1.47837393e+00   4.82146888e-01   2.80918469e+00   9.67048388e-02
   1.11380912e+00   3.72214675e-01   1.13049905e+00   2.78492286e-01
   3.41650197e+00   1.30029519e+00   6.07674435e-01   4.45101035e+00
   3.62700166e-01   1.44060617e+00   1.79462613e-01   3.25807980e-01
   4.06265658e-02   3.55071905e-01   3.41807447e-01   3.17453750e-01
   4.11776800e+00   6.21798507e-01   1.41827316e+00   8.29910978e-01
   1.41114797e+00   9.72836834e-01   5.30905122e-01   1.00272471e+00
   1.10551328e+00   6.12234678e-01   3.82580448e-01   2.75124143e-01
   1.24722632e+00   8.09122425e-01   1.16805182e+00   4.51355088e-01
   2.51910237e+00   3.34777483e+00   8.45383195e-01   2.21985495e-03
   9.09803486e-01   6.40535745e-01   2.39469686e-02   1.23739350e+00
   2.10339584e-02   7.89983586e-01   3.63312582e-01   6.92248094e-01
   2.90624693e+00   5.84129414e-02   3.29134340e-01   2.67726100e-03
   1.66880850e+00   5.40618605e-02   3.85064726e-01   2.12773102e+00
   2.74648358e+00   3.16125046e-01   1.93544301e-01   1.14314995e+00]",1.1999999999999997,2.8000000000000003
155,"[ 2.62816292  0.04508884  1.55663397  3.4857991   0.39600198  0.28422698
  0.42404117  4.79943091  0.07643411  1.50680528  0.31259447  0.89395099
  1.72978095  0.60181798  0.48259799  0.48972469  0.61943746  0.91386717
  0.80743948  0.25748966  0.13615007  2.40412443  0.3978693   0.78853188
  0.36954603  0.20644883  1.52402079  2.34231159  1.04203231  0.16775975
  0.69900629  0.14651912  0.60981164  3.03434267  0.98930229  1.13046108
  2.28802367  0.425887    0.68060786  0.25767988  0.24059556  1.10256326
  1.54195596  3.22460328  1.61833041  1.30149067  0.39375406  0.33080355
  0.07762939  0.13817997  1.47042518  1.62256377  0.33812311  0.30329363
  0.85658197  0.26475731  0.27568199  0.05358834  2.18915313  1.66724491
  1.72977509  0.33425041  1.29854268  0.61764488  0.27300165  0.30877366
  2.0360577   1.09127557  0.05429053  2.89828749  2.21651761  1.61524348
  0.88849206  0.21227441  1.23052893  0.2406986   1.62942491  0.35925189
  0.43079823  0.54520137  0.68602128  0.09809259  1.06387669  1.24725273
  1.85433429  1.13334976  0.61657123  0.04420084  1.41396053  0.37806747
  0.63212082  1.13816772  2.75781084  1.01965254  0.07882848  0.04709283
  0.59058742  1.21035721  0.8804285   2.13581302]",1.1999999999999997,3.0
156,"[ 0.06055638  2.56919649  0.04838701  1.39790002  0.18045134  0.15894331
  0.4519988   0.97404075  0.08319193  2.63874698  2.47279425  1.36594643
  0.95976723  0.22808547  0.00646626  1.82079499  2.6934466   1.34778676
  0.10361701  0.37509708  1.47611229  2.27761786  1.82291911  1.71881754
  0.30477089  0.02908026  1.57740298  0.00575562  1.41399271  0.73910694
  0.11716425  1.17086497  0.21641141  1.01282668  0.68132092  0.10828966
  1.21173049  3.59888591  1.71046388  1.17851699  0.41913997  0.22510228
  0.21780134  2.3163421   2.14810646  1.83649722  0.85036447  1.22419241
  4.26711343  0.61744227  1.09189386  0.25372616  0.2060196   0.52095806
  1.81960841  0.78170926  0.61717793  0.93943754  0.25269419  1.48390313
  1.16840181  1.05323728  0.44186991  0.3320193   0.07868077  1.59513796
  0.67656394  1.71796321  2.2696348   1.29785564  1.15477755  2.171133
  0.19548568  3.58486079  0.11439623  1.32043292  1.34558836  0.17035284
  3.06320061  0.04418901  0.63575716  0.41077491  0.29351813  0.20717247
  0.27296242  0.40574408  0.53288533  0.52167129  0.10082107  0.56854624
  0.66727619  0.32748105  0.25134572  1.18517762  1.56464503  0.49139363
  0.84299871  1.20625972  1.0157469   0.30354421]",1.1999999999999997,3.2
157,"[ 0.9849614   1.55535793  0.40007043  0.31727826  0.09625869  0.45692209
  3.05688472  0.18354128  0.17712358  2.90608076  2.56581444  0.23297245
  0.21851391  0.78515319  2.32404467  0.84556063  1.90342909  0.92377964
  0.11696384  2.53126142  0.41646854  1.28437154  0.36107208  0.37989152
  0.69281296  0.26955518  0.45689046  1.3393593   1.03383645  1.08716924
  2.21909647  3.25440617  1.76497673  1.41077069  0.45212752  0.5841436
  0.50439974  0.54912034  4.1997757   0.45301092  0.36213174  0.13035758
  0.72063179  0.29243463  0.61607967  1.44583964  3.07729054  0.72122093
  0.57908044  0.04050404  0.89403612  0.20920933  3.91773105  0.69725384
  0.57989168  1.67988928  0.49608472  1.48999251  3.26812392  0.10493441
  0.15301572  0.09515407  0.51528405  0.3626155   0.51195981  0.01530714
  3.26237769  1.46323145  0.14065275  0.30460668  0.37424811  1.44857508
  0.84910031  0.84404815  0.85132279  1.65605509  0.28224322  0.07915023
  0.37389229  1.30526631  2.92159638  1.02853255  0.08824317  2.03704925
  0.52441309  0.29442956  0.10662139  0.62872911  1.77643304  0.23135478
  1.3560071   0.08992635  0.0164294   1.40565195  0.80873172  1.40146584
  0.17060604  1.50838341  1.48791921  0.61142481]",1.1999999999999997,3.4000000000000004
158,"[  1.04278575e-01   1.04023382e+00   3.56841897e-01   2.89906793e-01
   1.13981346e+00   2.30652963e+00   2.57895295e-01   9.12530846e-01
   2.30457018e+00   6.70541392e-01   3.96010209e+00   1.65108590e+00
   2.17599668e+00   5.26655686e+00   9.61301900e-01   8.67303582e-03
   3.32738070e-01   9.98187843e-01   5.98493012e-01   2.97339319e+00
   1.35137230e+00   2.03758850e-01   2.63461688e-01   1.28260474e+00
   1.84909065e+00   2.08829205e+00   1.93394362e+00   9.33183145e-05
   6.62164624e-02   3.91658391e-01   5.19406880e-01   6.39415934e-01
   1.29484449e-01   6.32489436e-01   3.56212491e-01   7.12958353e-01
   7.14930847e-02   3.15287101e-01   4.13964296e-01   1.22687395e+00
   2.05787933e+00   1.95360888e-01   1.17590930e+00   2.33576931e+00
   8.15240227e-01   8.32999574e-01   6.02711643e-01   2.30166349e+00
   8.95557050e-01   4.52217979e-01   1.12803579e+00   4.63903672e-01
   2.21348384e+00   1.55849126e-01   8.40688307e-02   2.15134955e-02
   4.18633029e-02   6.38930070e-01   1.10428056e+00   3.80340659e+00
   1.02916486e+00   3.65690908e+00   1.36759786e+00   5.90555722e-01
   4.27196192e+00   3.11069075e-01   7.76868747e-01   5.67573538e-02
   5.56186299e-01   2.32047927e-01   1.46751313e+00   2.80609867e-01
   4.82418016e-01   3.06895825e-01   2.11954507e-01   6.14357444e-01
   1.35877476e+00   4.68136567e-01   6.93886792e-01   5.41065468e-01
   1.43824642e+00   2.70094207e-01   5.21189179e-01   7.02589363e-01
   3.59205608e-01   4.65955175e-01   2.02136557e-01   4.68309466e+00
   5.64534565e-01   9.75354816e-01   2.96804831e-02   7.94409320e-01
   8.73576550e-02   9.26546816e-01   8.26593498e-01   9.42511221e-01
   7.86206248e-01   7.16639592e-01   1.32670668e+00   2.78241500e-02]",1.1999999999999997,3.6
159,"[ 0.07525964  0.08250255  0.26639241  1.23277507  3.11745073  1.10333432
  0.04354479  0.32596942  1.08359274  1.42855007  0.38427786  0.1394841
  0.46512987  3.59082971  0.98355189  0.26592458  1.04940129  1.96054052
  0.38152044  0.21983681  1.93316571  0.35879864  1.49800127  1.25232932
  2.96344335  0.22223877  0.21371829  0.53706595  0.4846941   1.5716347
  0.01545379  1.8502572   0.86797181  0.62411581  0.01048025  0.70050792
  0.09627052  0.92989988  0.63889605  2.42135478  0.36353655  0.12800097
  0.46166888  1.27418801  4.33807358  2.52063598  0.67818571  2.40851723
  0.49547181  0.17802078  0.08402098  0.11263889  1.42316805  0.0932559
  0.95807703  0.07525574  0.05233924  0.13705933  2.54995652  1.84869998
  0.87304496  0.27103259  0.48052983  1.69491078  0.66156093  4.36258066
  0.14249534  0.33885694  0.80846424  2.69916347  0.71704717  0.12551424
  0.17950783  2.61318084  1.91816197  3.3338612   0.37608213  0.31155496
  0.32711632  0.13331888  1.7581278   0.49149743  3.61055896  1.7344593
  0.74691451  0.02730881  0.48756089  0.13952843  0.38201351  3.94945755
  0.04511122  0.69181731  1.88762613  0.03331939  0.36813113  0.75778069
  0.31053376  1.41888044  0.56258512  0.65786432]",1.1999999999999997,3.8000000000000003
160,"[ 1.03907212  1.20496015  0.02948471  0.64469854  0.18595188  0.19693096
  0.63426494  0.15959484  0.19180516  0.26110352  1.11298145  0.98360149
  0.1192561   0.03514912  0.32730271  0.31688581  0.46063411  0.22805667
  0.02460224  1.57962811  2.18562381  0.28098346  0.14647526  1.80256622
  0.07045067  0.06133737  0.37070146  0.42252122  0.01061785  0.58911343
  2.63668952  0.53163989  8.15171897  0.88608461  0.31729313  0.04885438
  1.34164443  0.13156276  0.29619783  1.90336376  0.84352484  0.25900669
  0.68387186  0.55631653  0.49387269  0.91582512  1.42272731  0.98168673
  0.37732598  0.07446475  0.21245815  4.34267838  3.62199103  0.18657423
  0.36970825  4.80636854  0.03836634  0.06510513  0.2762886   9.65853044
  0.23074716  0.95136908  1.31087603  0.64695463  3.11111319  0.25348195
  0.34832872  0.54943486  0.54981313  0.59045767  0.15331339  0.09241575
  0.04099895  0.57264071  0.47458028  0.13508756  0.54186184  0.06623528
  2.8494733   0.03645239  0.1324311   0.27244644  0.28236673  0.23844541
  0.12847158  0.44974     0.19283263  0.40451713  2.72070904  0.36503716
  3.01090955  4.44239402  0.37197921  0.88285954  0.19612558  0.10825577
  0.13611503  6.48621268  3.49089987  0.0735194 ]",1.2999999999999998,0.0
161,"[  1.70709864e+00   4.86728320e-01   5.52185862e-01   4.21573852e-01
   1.99733475e-01   1.88894573e-02   9.42681601e-01   6.35244293e-01
   2.56744747e+00   3.73605947e-02   1.60016606e+00   1.21415587e+00
   1.50819363e+00   4.01437376e-01   4.63627082e+00   1.55333971e+00
   1.06136824e-01   1.43119644e-01   2.27134999e-01   2.80812500e+00
   6.60376597e-01   3.45001222e-01   3.75100082e-01   2.43434896e-01
   1.47643868e-02   4.29648850e+00   8.23252102e+00   1.08778848e+00
   2.12180429e-01   8.79579764e-01   8.77946307e-01   2.45490704e-01
   7.77939787e-01   1.93440162e-01   4.80795913e-01   5.20248690e+00
   6.75053517e+00   7.78450065e-01   4.63655574e-01   6.40213760e-01
   1.05936093e-01   3.62901595e-01   7.03978566e-03   6.61313154e-01
   1.17456109e-02   1.58557156e+00   5.10399194e+00   2.70140330e-01
   4.09318471e-01   2.79479931e-01   5.26732106e-01   5.00947149e-02
   1.57858990e-01   9.60755082e-01   5.08841123e-01   1.39841043e+00
   3.73879072e+00   2.74109423e-01   7.48710642e-01   6.62660834e-01
   4.14876016e-01   1.31485303e-01   9.14190405e-01   8.38160410e-01
   2.62655297e+00   2.38286676e+00   3.24858869e-01   1.41538516e+00
   3.47662520e-01   3.00440687e-01   3.59697348e-01   1.06773777e-01
   6.22555528e-01   1.38874708e+00   1.14337667e+00   3.52249418e-01
   1.06501949e-01   1.74455279e-01   4.72425410e-01   9.88675749e-01
   2.23114283e-01   6.86854218e-01   1.96720815e-01   2.87096665e-01
   7.71387516e-01   4.70025491e-01   8.90711471e-01   1.03200257e+00
   8.06510036e-01   5.69074506e-01   4.64039452e-01   7.55882731e-01
   5.03643920e-01   1.40411558e-01   6.47013099e-01   2.38179344e-04
   1.44152908e+00   4.07195074e-01   1.49416027e+00   4.50836013e-01]",1.2999999999999998,0.2
162,"[ 0.89637877  0.42470787  6.74528445  0.55881116  3.11252649  0.4333214
  0.93522897  1.88289711  0.638512    0.19145218  0.16831737  0.17335322
  0.21433143  0.86191681  0.42918957  1.49326888  0.55667281  1.48855393
  0.86614997  0.39655748  0.38467747  0.16688451  1.09240406  0.93301572
  0.51228749  1.38292404  0.12721892  0.15801553  0.92619606  1.43159318
  0.34276415  0.30746352  0.73457627  1.00608479  0.5037383   0.51698981
  2.91821164  0.31803514  1.02897095  0.44111663  0.25815616  0.81523679
  0.19831234  0.55058541  1.04397203  0.34721551  0.37451765  0.45545786
  0.68388488  1.38749672  0.77556903  0.77136592  2.79089387  1.95124022
  0.32504874  0.38302372  1.51614927  1.48447629  1.44882157  2.50979949
  0.91438538  0.72890943  1.34347066  1.25118825  0.46206498  1.91658262
  0.05281788  1.55754259  0.5448811   1.69879044  0.74516202  0.34981495
  0.09476787  0.90353094  1.26551027  0.4981738   0.95317839  2.92286354
  1.5332475   0.00877318  1.65699251  2.28241742  0.12596791  1.76743333
  0.56239064  0.99177319  1.42440866  0.07345992  1.16722675  0.79346658
  2.14748253  0.84602436  0.07371477  0.38617123  3.51140676  0.51286824
  0.15018253  2.11957456  0.33695276  1.55260607]",1.2999999999999998,0.4
163,"[ 0.06926636  1.1156633   0.18673249  1.80523262  1.36168708  1.17440778
  0.45895538  0.96610324  0.66501016  0.13058723  3.06398706  0.3672928
  0.7643527   1.27606269  0.27568634  0.52441514  0.35048286  0.67107413
  0.14468928  0.64346748  1.00866368  0.16264005  1.35358871  0.42247503
  1.73209579  0.41315746  2.98176427  0.97456019  1.19526956  2.05879031
  1.5487413   3.63394998  0.02070638  1.51500041  0.06834336  0.71041172
  0.17184426  1.22289953  0.03598957  1.94890263  0.7102934   0.12825916
  0.42421702  0.38714602  0.97864196  0.19664987  1.6969496   0.42916433
  0.50388843  0.03741152  0.88886247  0.17596401  0.374142    5.13553333
  2.97341661  0.05147111  0.53982022  4.64524719  2.74018471  0.2758598
  0.326379    0.33217841  0.12315721  1.00978348  0.26166138  0.56931151
  2.47784666  3.746569    0.21082626  2.65183358  0.64950361  1.86980753
  0.15478078  0.56853664  0.30551846  0.17722952  0.77398048  0.99466585
  0.11728942  1.30781117  0.67612393  0.10296763  1.2468101   0.73167958
  1.38383266  0.17688741  0.01095714  0.54999643  0.81823909  2.41464285
  1.35016691  0.58815024  0.87584586  0.83562078  2.46048519  0.37740999
  2.24850568  1.10071137  0.44103998  0.49318414]",1.2999999999999998,0.6000000000000001
164,"[ 2.41754623  0.55009923  0.35524613  0.09201161  0.369629    0.16273896
  2.9417984   4.70906236  0.53652606  0.2145153   1.26831972  1.11503877
  0.36815673  0.68569632  0.76410449  3.14810679  0.14410584  0.64048326
  0.01658252  1.00949465  2.29181     0.23162088  0.2220829   0.09525453
  0.11366365  0.49710725  0.08537246  1.03899077  0.49922864  1.02030122
  0.2868437   0.37316247  0.11467639  2.59657344  0.12239587  4.2258198
  0.80147261  0.33614599  1.47329627  0.15615269  1.558121    0.9660058
  0.37035659  2.13441346  0.7930634   1.29782548  1.58874088  4.32390855
  0.12038671  1.04603463  0.56501852  0.15603761  0.60109291  1.19700667
  0.25553309  2.90920503  3.99178663  0.17505403  1.66211593  0.24838144
  0.64111639  0.58087341  0.64232106  0.51198369  0.72206641  4.38301304
  0.15657224  0.341456    0.15808655  0.01569086  2.24226566  0.44299821
  1.19957258  1.57185324  0.33168375  1.0302728   0.15740839  1.72241564
  0.53720853  1.08210013  1.0142787   0.27084717  0.68992262  0.45600778
  0.37674955  0.85718502  0.86146727  0.51103145  2.47484657  0.36457579
  1.7316927   0.63288485  0.5757133   0.59193865  0.09626451  1.11665863
  0.43742821  0.95863657  1.72200346  1.73758637]",1.2999999999999998,0.8
165,"[ 0.50983207  0.0544039   1.10967141  0.33169971  2.7495476   1.33990967
  4.35884064  1.6348856   0.07591235  0.71237561  0.19728086  4.71838556
  1.74172928  0.26587407  0.09482427  0.5605225   0.35621074  1.10913956
  2.50198877  0.08304704  2.09718895  0.13845392  0.43672897  1.15893496
  1.64630993  0.82707687  0.89077724  0.01642094  0.05812489  0.44019452
  0.26590278  1.3194494   0.2320037   0.1642816   0.78831726  0.70916791
  0.75997628  1.96324287  0.36918141  1.65855914  4.12030149  0.58173929
  1.24099669  1.16862214  2.5067339   0.94000811  0.68501305  0.47241923
  1.198036    1.52481001  0.31771361  1.14936183  0.99993548  1.85531939
  1.01541248  1.21160461  0.32149494  1.03586672  1.7977166   0.80604172
  0.20606994  0.23975269  1.92723942  0.48942785  0.45828966  0.22527699
  0.3983782   0.33959661  0.09127838  1.56594114  0.3717158   0.37167258
  0.44788218  0.81566716  1.1343096   1.40198453  0.24466994  0.17291446
  0.96942931  0.3005208   0.3258781   1.60773338  4.31308023  0.93185861
  0.73462004  0.56245216  1.58402165  0.1527705   0.79521154  0.17936843
  0.92240849  0.11511233  1.977483    4.68195189  0.25752026  0.65316829
  0.0854744   1.29332314  0.34146563  0.91755867]",1.2999999999999998,1.0
166,"[  5.13780838e-01   1.07272205e+00   3.19713639e-01   7.51702239e-02
   1.40609768e+00   1.56413269e-01   3.85506493e-01   3.23966192e+00
   9.24728131e-03   9.98306580e-02   2.20708373e+00   1.48605641e+00
   5.67290378e-01   1.97850658e+00   4.92670972e-01   7.57076419e-01
   7.66328421e-01   5.87198073e-01   1.94724253e+00   3.84988538e-01
   1.57485643e+00   1.30379952e+00   9.48210372e-01   2.57583259e+00
   1.18683518e-01   5.91973493e-01   7.00890512e-01   6.87501325e-01
   2.73688518e+00   6.59769469e-01   2.26761685e+00   1.33399064e+00
   3.35565220e+00   2.23689294e+00   7.61155109e-01   1.31761271e+00
   6.75724083e-01   5.97467819e-01   1.57801744e-01   4.61063736e-01
   9.72967733e-01   4.48630350e-01   1.01327519e+00   5.10422021e-01
   2.09234452e+00   1.00191514e+00   4.16463282e-01   2.68944841e-01
   4.67550880e-01   6.91740195e-01   3.66412565e-03   2.80290716e-01
   6.99507198e-01   1.54735561e+00   6.83435997e-01   6.91755491e-01
   3.50889229e-02   5.24778946e-01   1.78442756e+00   4.65133407e-01
   5.53130630e+00   2.21275968e+00   9.17573559e-01   7.56451234e-02
   1.17505721e+00   6.68294077e-01   2.94652885e-01   3.13295489e-01
   2.65408162e-01   1.60077983e+00   5.66595512e-01   7.59108004e-01
   1.49896245e+00   9.64648939e-01   2.35411140e+00   6.94383195e-01
   1.22223564e+00   1.09479736e+00   1.23525456e-01   5.11128750e-01
   2.60985449e+00   1.04027725e-01   1.02646541e+00   2.22146249e-01
   1.08427967e-01   3.53336322e-01   6.50903080e-01   8.11899140e-01
   2.66678045e+00   4.60125733e-01   7.72758608e-01   1.13265321e+00
   5.32764460e-01   2.14568050e-01   1.35547141e+00   8.17313128e-01
   2.28434277e+00   2.16322692e+00   6.59456483e-01   9.35509039e-02]",1.2999999999999998,1.2000000000000002
167,"[  7.90113398e-01   6.30432956e-01   3.61278542e+00   1.82514702e+00
   5.46188125e-01   2.35614987e+00   5.65686087e-01   2.02767316e-01
   9.19918437e-01   2.99258562e-01   2.94340777e-01   1.81631132e-01
   1.83486150e+00   1.23055031e+00   1.08478399e+00   2.70113444e-01
   1.19960285e+00   1.09306731e+00   1.41758370e-01   6.26591939e-01
   3.40763853e-01   2.22055270e+00   1.05032349e+00   3.94971567e-01
   1.54850140e-01   9.18926902e-01   1.47707152e+00   1.80783832e+00
   4.62062356e-01   7.41064390e-01   1.08342129e+00   2.39867044e+00
   3.69880236e-01   5.78557058e-01   1.19555005e+00   1.34966657e+00
   7.61142884e-01   5.75791910e-01   1.00146988e+00   3.31945245e+00
   9.59853710e-01   3.29556226e-02   5.65580905e-01   8.09487421e-02
   8.71898091e-03   7.04003655e-02   5.85898956e-01   3.98837749e-03
   1.76468161e+00   3.53723551e-01   1.95271929e+00   4.50562584e+00
   3.02927272e-01   8.62825952e-01   3.21017482e-01   3.52531379e-01
   1.59293767e-02   3.05913545e-01   4.38037763e-01   2.23625813e+00
   2.24105313e+00   3.30677428e-01   3.42859037e+00   2.01819176e+00
   2.88358663e-01   1.81976358e+00   8.64135448e-01   6.47049099e-01
   7.87047445e-01   4.22955671e-01   1.62554678e+00   2.28164840e+00
   2.48753297e-01   2.67789110e+00   1.66261472e-01   1.05726710e-01
   1.00665703e+00   5.30047289e-01   8.27407342e-02   6.57201639e-01
   1.07148574e+00   6.57697858e-01   1.09296690e+00   4.18440021e-01
   2.82849011e-01   5.91756560e-01   7.42489542e-01   4.28952409e+00
   3.62698267e-01   4.03531538e-01   1.38070308e+00   1.60878034e+00
   4.30463934e-01   1.20292442e-01   1.31566958e+00   1.32428963e+00
   8.52468344e-01   6.26828373e-01   9.13285470e-01   1.65516857e+00]",1.2999999999999998,1.4000000000000001
168,"[ 0.22210923  0.1317562   0.34664221  2.49912661  0.93090312  2.79694395
  1.58632946  0.51416515  2.46825383  0.25076197  0.67311138  0.8716251
  1.59887213  0.82283206  0.47999779  1.89244624  0.14679765  2.23197311
  0.29122097  1.60351147  0.59736939  1.68731014  0.8016305   0.04115668
  2.27368087  1.50582488  0.19657126  0.63571568  3.52850059  0.05595755
  2.51849838  0.17141551  0.27522292  0.01272537  1.00033345  0.93970717
  1.19669786  0.21645666  0.25547646  1.57765408  0.05721304  0.32629481
  0.07260112  1.08924193  1.28228892  0.50063229  1.53207754  0.19416154
  0.50755277  0.76073362  0.09127554  0.09767327  0.28592624  1.42491509
  0.03461682  0.35789726  1.02664568  2.37347534  0.37954511  0.46538048
  1.28102911  2.73438258  0.21423328  0.24478325  3.72918989  0.70285234
  3.18360446  0.24596016  0.90979867  0.41589993  0.28281613  0.04545923
  0.99892193  0.01687021  0.86049809  2.01542327  0.06740418  0.2348834
  1.06736289  4.98242922  1.30329676  0.83356661  3.57724635  0.04603143
  0.79047549  0.01708882  0.44883258  1.41124849  0.40932491  0.07750481
  0.10184164  1.23631505  2.0482973   0.67220109  0.46959388  3.20786575
  0.58275594  2.89960075  0.9036016   0.02207513]",1.2999999999999998,1.6
