,distribution,alpha,gamma
169,"[  6.40924424e-01   1.00771278e+00   9.70101564e+00   3.74904248e-01
   2.09041507e-01   4.62615063e-01   1.38018036e+00   1.17569345e-01
   2.48779717e+00   9.41707052e-01   1.13355844e+00   3.64676915e+00
   7.89074323e-02   2.90223664e-02   1.15574396e+00   6.15662119e-01
   7.95546465e-03   1.19217696e-02   2.09997599e-01   2.25023308e-01
   1.63340326e+00   3.29861733e-04   1.52155696e+00   3.30867272e-01
   2.84979101e-01   1.31940338e-01   1.70835717e-01   1.54190063e+00
   3.39635618e+00   4.15852230e-01   6.02406341e-01   8.80079617e-01
   6.36587114e-01   1.30125739e+00   2.58902137e-02   2.73056336e+00
   1.44688941e+00   2.35633785e-01   2.22576021e-01   6.07717798e-01
   9.78314186e-02   9.91413889e-01   2.55431511e+00   1.69507850e+00
   7.14920933e-01   5.34523341e-02   1.41182282e-01   1.16834929e+00
   7.45439344e-02   6.51576637e-01   4.24200337e+00   2.18669694e+00
   2.61856311e-01   1.88661540e-01   6.77781861e-01   2.06994638e-01
   1.24265937e+00   2.14138628e-01   4.03440011e-01   2.12315391e+00
   2.53968228e-01   2.93704743e-01   1.45161100e+00   1.01981071e+00
   1.44460010e-01   8.56946611e-01   1.45150625e-01   3.88562226e-02
   9.13873943e-01   1.44217038e+00   5.19159054e-01   1.19160735e+00
   5.02163052e+00   1.19144747e+00   8.08864807e-01   5.22073216e-01
   4.00413418e-01   7.11606604e-01   5.58331083e-01   1.96116547e-01
   1.32289965e+00   4.52345977e-02   1.38407067e-01   3.84331265e-01
   2.54528047e-01   1.06105911e+00   5.15298049e-01   4.60000508e+00
   1.58569815e-02   2.02036099e+00   1.67397967e-01   4.49610113e-03
   4.25173118e+00   8.70523107e-02   8.78804790e-02   1.21877279e+00
   1.36209820e-01   2.96872496e+00   2.82985576e-01   3.09262702e-01]",1.2999999999999998,1.8
170,"[  3.17981209e-01   5.68596600e-01   1.16489351e+00   2.91187175e-01
   4.60982383e+00   2.35630120e+00   3.58146897e+00   7.82114332e-01
   7.68066548e-01   4.22035358e-01   2.56675135e+00   6.93645107e-01
   1.52547142e+00   7.90534926e-01   1.41988663e-01   1.05595005e+00
   3.36464031e-02   2.73111926e-01   1.89473772e-01   1.06494397e-01
   1.44151801e-01   1.38487002e+00   1.33141128e-03   4.35789035e-02
   1.18619816e+00   3.55189152e+00   4.91354862e+00   7.53140433e-01
   7.85649975e-01   2.22251438e+00   5.23015250e-01   2.05921381e-02
   5.56319339e-01   3.61509190e-01   8.60326263e-01   3.69740980e-01
   1.35760706e-01   6.80313510e-01   3.84037565e-02   9.80607769e-01
   2.87946171e-01   3.19986359e-01   1.97429503e-01   1.32065304e+00
   2.10143866e+00   6.31488727e-01   3.79387367e-01   8.81284052e-01
   4.87461142e+00   4.38240581e-01   5.19483438e+00   6.43797306e-01
   1.06622743e+00   1.36815995e+00   9.58326070e-01   2.20287882e+00
   2.83643216e-01   8.68197513e-01   1.25479689e+00   9.00889000e-02
   1.59528671e+00   2.52284396e-01   1.37557170e+00   2.61703263e+00
   4.56361225e-01   8.63757886e-01   1.06024442e-01   1.13631228e+00
   3.20268677e-02   2.45704080e-01   2.20614032e-01   3.34978492e-01
   1.09351611e-01   2.65898808e+00   2.59614449e-02   2.03909915e+00
   4.21955858e-01   8.35987386e-01   1.95890732e+00   1.97995845e-01
   8.88204544e-01   4.82327291e-03   3.04847538e+00   4.47247552e-02
   6.10273459e-03   2.42218602e-02   3.91750634e+00   2.47899093e-01
   4.16439320e-01   4.86682090e-01   2.17875778e+00   1.92075882e-01
   1.51677611e-03   1.00060876e+00   2.63859356e-02   3.54917235e-01
   1.74774991e-02   1.40255174e+00   8.89188887e-01   2.50821465e-01]",1.2999999999999998,2.0
171,"[ 0.01281162  2.49353091  0.1411954   3.03378658  1.38532884  0.46061621
  0.19217234  0.533074    0.61557761  1.47302544  2.18481206  0.81151541
  4.93824792  1.25417266  0.86841114  0.06255724  0.31833481  0.15415772
  0.31414016  0.67668164  0.22577618  0.14444155  0.74973016  1.12606404
  0.45216864  0.47002008  1.13912632  1.82170028  0.05325413  0.05498728
  1.57022095  1.0062142   2.70213698  4.09912579  0.02205433  0.76123891
  0.31152195  0.85374932  0.69960113  1.5050034   0.18807161  0.58375173
  0.6742916   0.7935494   2.72411198  0.5927022   0.2507233   1.41340572
  0.47790775  0.21013552  1.64693978  0.10987732  2.94905701  3.78671271
  1.99692993  2.9112603   0.52229741  0.63527764  1.11389595  1.0879359
  0.10033623  0.19590226  0.75403841  0.59754665  4.97274611  0.2646424
  0.01849075  0.03091041  0.82189066  0.01619319  0.66610483  0.23923204
  0.98414076  0.31580579  0.22980909  1.28935065  0.38331955  0.24252618
  1.11386539  0.36323963  0.9263342   0.56089     0.79678304  3.38414656
  1.28701368  3.02437904  0.4067919   0.13809113  0.45522967  0.20703293
  0.13567082  1.80447458  0.95444105  0.91018918  0.60160143  2.43692795
  0.59069073  0.16165393  0.5067291   0.74971799]",1.2999999999999998,2.2
172,"[ 0.27121307  0.72015936  0.82040529  2.53773727  0.57330037  0.22166021
  2.33638987  0.32357526  0.13233813  0.7879226   1.17469695  0.05804277
  1.76458449  0.52517274  0.23497608  0.06639833  2.21331599  2.13568972
  1.75662259  0.74339881  0.81018768  0.22873623  0.74659228  0.94114573
  2.07001579  2.37434509  0.53487967  0.35679774  0.7401847   0.02660687
  1.10438895  0.51799159  0.69513614  0.00976445  0.29840605  0.31440842
  0.03077668  1.4584689   5.37182494  0.17505232  1.02785186  0.85182846
  0.77077775  1.5835348   0.32634625  0.15816357  0.9086307   0.70310618
  0.12905957  2.42042343  1.74433882  0.30832369  0.46765158  0.74075449
  1.64691503  0.11803721  1.42052998  1.85541316  0.97955679  0.39759683
  0.47124117  0.00787575  0.63892589  0.85576683  2.16099743  0.3346928
  2.33224564  1.77276355  2.28962065  0.57835415  0.4822982   0.06420868
  2.88163454  2.20851404  0.02278001  1.81943819  0.77935771  1.47146721
  0.76312008  0.24435281  0.79777791  0.50025911  1.6725729   0.45613593
  0.37313921  0.38034204  1.02806543  3.41249312  0.9698681   0.12307316
  4.74212416  0.88995422  0.54789909  0.06612447  0.87653058  0.98620057
  0.63088357  0.36882753  2.05880673  0.17711658]",1.2999999999999998,2.4000000000000004
173,"[  5.00309387e-01   3.21962217e+00   1.40686811e-01   3.95261433e-01
   5.61480845e-01   1.74039193e+00   1.15314409e-01   1.06676385e+00
   2.14629956e+00   3.35218054e-01   2.65428118e-01   1.04456244e+00
   4.69792791e-01   1.82105848e+00   1.44115551e+00   1.60296550e-01
   1.03333177e+00   1.25100164e+00   1.51017822e-03   2.54942061e-01
   1.10990120e+00   1.12196189e+00   8.78010936e-01   8.69942351e-01
   1.51738275e-01   1.55629270e+00   2.33057903e-01   1.65082155e-01
   5.81036028e-01   1.44089881e+00   1.15311921e+00   9.58401170e-01
   4.30407765e-01   1.59339859e+00   2.42375582e-01   6.21092213e-01
   2.81706155e+00   1.50963425e+00   2.43159387e-01   2.37357276e+00
   2.57777927e-01   1.65806561e+00   1.27220747e+00   4.06426218e-01
   2.32221716e-01   1.87941771e-01   1.68618824e+00   1.72123350e+00
   2.59975317e-02   9.44062463e-01   9.21928113e-01   1.02834261e-01
   2.85285341e+00   5.57127376e-01   1.90205708e+00   9.94577271e-02
   1.60445386e+00   5.76125160e-01   3.81590813e-01   1.40365560e+00
   6.19029841e-01   5.92024752e-01   1.67963185e+00   6.12651538e-02
   7.13919226e-01   7.79579055e-01   4.82201942e-01   8.71132843e-03
   1.52940467e-02   6.43484186e-02   3.96391828e-01   6.89668046e-01
   3.75003223e+00   8.02359172e-01   1.55021617e+00   5.36375979e-01
   2.11504004e+00   3.19010885e-02   2.30670958e+00   2.84317824e+00
   7.46196250e-01   1.74789583e+00   4.96134968e-01   1.13965507e+00
   1.03013489e-01   1.37089094e+00   3.82408670e-01   1.88077960e+00
   2.68209283e+00   9.53987099e-01   2.82714826e-01   7.21307772e-02
   4.39825145e+00   1.15586244e+00   5.04084266e-01   8.01614886e-01
   5.90364986e-01   2.48228182e+00   1.34430911e+00   1.86741339e-02]",1.2999999999999998,2.6
174,"[ 2.23883967  1.07893707  0.56839136  0.55147607  0.28173592  0.79076499
  0.82725009  0.4026775   0.05948852  1.54636894  0.97696731  0.01054827
  3.93099772  0.2533061   1.19743398  0.23277257  0.07116629  1.00455459
  2.12173862  0.54321267  3.18550226  1.29139551  0.01550826  0.48340849
  1.73835238  1.22790958  0.06472054  0.07038285  0.45179174  1.19207439
  2.81632982  1.0804397   0.00918405  0.52782051  1.83960994  0.44654373
  0.72080178  1.77855984  0.31883181  0.7022776   0.99714624  1.32867924
  0.26138618  1.99479088  0.25466411  0.38765447  0.60971343  0.09412841
  0.68968379  1.23137169  0.81322435  0.07752435  1.86213412  1.03144416
  0.62742988  0.19178008  2.20503137  0.1624668   4.44047465  2.45433563
  0.8564639   0.86998145  0.86580518  1.10345118  0.15329747  0.59755177
  1.06107469  0.11886726  0.85626091  0.0721173   3.20126159  1.05517377
  1.78974071  5.91961118  0.1335319   0.71223449  0.02982035  1.07711586
  0.96689185  1.17470854  0.93371632  0.12286003  0.19148162  0.5775268
  0.68195007  2.10144836  2.1361655   0.36503333  0.07045645  0.13418876
  0.34659331  0.2378627   0.29374067  0.0606883   0.38263708  1.4834103
  2.50537899  0.89449735  0.399172    3.10109389]",1.2999999999999998,2.8000000000000003
175,"[  7.20934950e-01   1.73332109e+00   7.48629664e+00   4.43013858e-01
   1.28923142e+00   4.69944919e-01   4.21751887e-01   4.17002832e+00
   5.26799629e-01   7.62347547e-01   1.88111151e+00   2.04184156e+00
   1.17562852e+00   1.16591148e+00   1.29958070e+00   5.73245885e-01
   8.14765985e-01   1.71623797e-01   9.91791458e-01   2.21927085e-01
   1.84660428e+00   1.15713228e+00   2.03622226e+00   1.68866535e+00
   6.78513856e-01   1.73668013e-01   1.33533594e-01   3.98921213e-01
   7.23942545e-01   9.30738111e-01   1.76982151e+00   5.47185980e-02
   3.09670790e-01   2.06052184e-01   1.33682299e+00   6.29636549e-01
   1.74312630e+00   1.38800303e+00   4.39033765e-01   2.60695431e-01
   7.02025003e-01   2.77339216e-01   1.25692539e-01   1.46795478e+00
   1.36426640e+00   2.17055335e+00   1.16409844e+00   5.79480445e-01
   8.01647090e-04   2.85097320e+00   9.37642745e-02   3.87899320e-02
   1.51289558e+00   4.99107467e-01   4.36739581e-02   7.96137878e-01
   1.07313468e+00   4.23035220e-01   1.19589603e+00   2.38539474e+00
   8.88811925e-01   1.28757472e+00   4.87206634e-01   1.24106634e+00
   1.77316945e+00   2.83234761e-01   7.86022075e-01   1.37429446e+00
   1.32118816e-01   2.56904264e+00   9.98022472e-02   3.14597931e-01
   4.71559225e-02   5.58534233e-01   1.32224731e-01   4.89717522e-02
   2.10297869e+00   1.74737096e+00   6.90430624e-01   2.91787253e+00
   1.29534683e-01   5.97527515e-02   6.04024706e-01   1.14573397e+00
   2.38910439e-01   1.31027247e+00   5.12612574e-01   2.70201330e-01
   6.96531721e-01   3.18361648e-01   1.06565208e+00   5.46416793e+00
   2.03338557e-01   2.40564426e-02   6.55601275e-01   1.07748952e+00
   5.76752241e-01   4.81765787e-01   1.66041650e-01   4.85081138e-01]",1.2999999999999998,3.0
176,"[ 0.85842712  0.85198385  1.00142918  0.03371158  2.17242491  0.78162268
  0.3491339   0.48793104  1.70375843  0.23863357  0.94605499  0.23532139
  0.69942676  0.5532172   1.04575297  2.84694671  0.67667508  0.39923729
  1.5471213   0.53374307  0.63635768  0.30943633  0.18919258  2.79652096
  0.65781568  0.66691975  0.99182236  0.64988187  0.54505577  0.37311267
  0.91945161  0.10959466  5.55384211  1.7674916   0.42203508  0.23656575
  1.57676208  0.47656191  2.57550341  0.65146593  0.3687887   0.94051381
  0.25928264  2.85748384  0.35692396  0.25536729  3.52656293  0.39737549
  2.09849753  1.22371594  0.747475    0.34450642  0.1817125   0.91669093
  2.48972426  0.89448686  1.27826306  2.72499154  1.32349553  0.23703145
  0.43732234  5.36949451  0.83777497  0.95608401  0.42655583  3.36138821
  0.36550892  0.26663813  1.69074949  0.79676301  0.56391055  0.15129667
  0.07431189  0.95391409  1.177872    0.53179035  1.11310785  0.12073852
  0.7101583   0.61425067  0.01189647  0.20451814  2.12632094  1.74759874
  3.98543832  0.14984991  1.62467872  0.3936537   0.3001741   0.82617281
  0.97968238  0.11069661  0.56156583  0.0709373   0.12068873  0.05479103
  0.07043506  1.21708106  1.38761593  0.0457414 ]",1.2999999999999998,3.2
177,"[ 2.70031059  0.04563821  0.31027641  0.23528977  0.38818842  0.36861671
  1.54851411  3.57722959  3.62829494  0.21876835  0.19488421  0.04796179
  0.88377183  1.19227903  4.93805867  3.73225269  0.13469476  1.11875337
  1.22375226  0.25264451  0.40742467  2.54642155  0.36523488  0.54145529
  3.42619607  0.76153795  0.07487517  3.52735444  0.81418559  0.68365299
  3.42368945  0.0884845   0.46503426  1.03148588  0.6127651   0.20353176
  0.94808685  0.25468752  0.06337754  0.2256076   1.54042352  1.30217151
  0.35932989  0.47013242  1.08384833  0.84396924  0.57142378  0.06440625
  0.0767049   2.28023813  0.03327608  1.6211516   0.09353381  0.35845979
  0.08063121  1.79197805  0.26498935  0.54579639  1.64320471  0.49009586
  1.54636582  0.87785361  0.31575368  4.01213813  0.21140491  0.16760574
  0.57343396  1.1929194   0.43392699  0.88063195  0.43845851  0.27315151
  0.00985034  0.11285827  0.49990571  0.21015186  0.44305496  0.02099698
  0.61119669  0.96851307  2.66886561  0.99392428  0.0502767   3.44288735
  1.55428634  0.71510848  0.04527054  1.06630012  1.18219216  0.48011934
  0.17295776  1.57768489  0.04306434  4.52277958  0.53625537  0.19046963
  0.06520181  0.84990664  2.54525167  0.77599121]",1.2999999999999998,3.4000000000000004
178,"[ 0.37031807  0.73774201  0.6724123   1.24826955  0.86998465  1.78876734
  1.60668974  0.46331806  1.25286547  0.610941    0.41416638  0.21407607
  0.58213297  2.5866269   0.78251459  0.1261057   0.29221019  1.94006275
  2.13789234  1.02952963  0.23603222  2.96391215  3.00201476  0.2487915
  0.04980494  0.89683109  0.72614398  2.28123906  3.28057151  0.10543116
  1.34169298  0.21283652  0.43312509  0.57406424  1.72220741  1.98365977
  1.47146349  0.19091836  0.25521745  3.16936368  0.3097418   1.09215596
  1.60501576  0.32663459  0.14444556  0.4397571   2.77423795  0.58598244
  0.56229985  0.04462193  1.45634091  0.16485939  0.18434485  4.83923688
  0.09621882  2.07368343  2.64916947  0.50145885  0.4713782   0.54748259
  0.52666965  0.14382684  0.81267436  1.28671947  0.06123383  1.191664
  2.89318151  1.59996993  1.69642415  0.44724174  1.51815422  0.33554804
  5.33437665  0.3951074   2.21551748  0.3482675   1.38716709  0.40212111
  1.17227957  0.17406238  0.06719887  0.40044936  1.30059733  0.20179326
  0.32904146  0.09998032  0.01591115  0.01135974  0.21341951  1.41177383
  0.54906976  1.7096055   1.39619136  0.94936028  0.12570599  0.12814958
  0.00553728  0.0524193   1.14687376  0.20234207]",1.2999999999999998,3.6
179,"[  1.65818911e+00   1.92807789e+00   1.93049504e+00   5.59937261e-01
   2.27092463e+00   1.02678952e+00   1.99969306e-01   7.56764107e-02
   6.22857608e-01   1.03159784e+00   3.03993015e+00   3.89846327e+00
   4.85766697e-01   1.71576446e+00   5.01159452e-01   8.50038973e-01
   4.68339094e-01   5.79600970e-01   2.18158780e-02   8.34495069e-01
   1.12730539e-01   3.44733639e-01   9.57915081e-01   1.64728519e+00
   3.70597931e-01   1.74316308e-03   1.17801600e+00   5.50351535e-01
   3.92698105e-01   1.65028300e+00   1.46630818e+00   2.09224822e-02
   8.27335467e-01   2.69007774e+00   5.97028440e-01   1.46783409e+00
   2.66155245e+00   6.43890407e-01   3.47618698e-01   8.48338872e-01
   2.04636697e-01   1.23379049e+00   6.40360063e-01   2.21506416e+00
   5.83685445e-01   5.18455636e-01   3.56045185e+00   5.01626127e-01
   1.16673963e-01   1.32763150e+00   2.90752344e-01   1.29396154e+00
   3.43147256e-01   9.72585794e-01   1.54741030e+00   4.69984099e+00
   3.19178122e-01   8.84814970e-03   7.21379453e-02   3.53651707e-01
   1.64301154e+00   1.02209885e+00   1.32587762e+00   4.92414319e-01
   9.80267357e-02   7.99078785e-01   6.80722397e-02   2.37619365e-01
   1.12879224e+00   2.14947524e-01   6.35223749e-01   1.42933130e+00
   2.31118888e+00   8.20570081e-02   1.41321128e-01   3.91376478e-01
   6.97085420e-01   1.02194261e+00   5.19098454e-01   9.44177253e-01
   4.50180145e-01   2.42965606e+00   3.37016597e-01   9.41848515e-01
   1.37391147e+00   7.16617640e-01   2.70098161e-01   9.49442050e-01
   6.65578208e-01   3.30843273e+00   6.53130490e-01   5.72536253e-03
   1.11407822e+00   1.10132535e+00   2.32051225e-01   1.70231327e-01
   1.76424488e-01   1.25475017e+00   2.60958379e+00   2.75613678e+00]",1.2999999999999998,3.8000000000000003
180,"[  2.07952507e-02   8.56441123e-01   7.66884872e-01   4.43365699e-02
   3.14024463e-01   4.15627382e-01   1.85325496e-01   3.33066093e+00
   4.88744952e-01   5.42517571e-04   9.83572805e-01   8.57933353e-01
   1.42792405e-01   3.71124686e-01   7.89980020e-03   2.66962159e-01
   7.10284657e-01   1.46315608e-01   1.50380897e-02   5.11232192e+00
   2.88357377e-01   1.65226535e+00   2.54978745e+00   1.30601279e+00
   4.71381429e-01   4.48082346e-01   1.40788025e-02   5.06458457e-01
   1.67728624e+00   1.01565190e+00   1.97385649e-01   1.94852328e-01
   1.14146476e-01   1.02341341e+00   1.92385921e-01   4.08683136e-01
   7.82160731e-01   1.22731200e+00   1.26111359e+00   1.02938059e+00
   6.73229371e-02   1.37419799e-01   7.24339650e-01   5.46098018e-01
   2.35060649e+00   4.48395724e-01   2.13158516e+00   5.58999298e-01
   4.52459479e+00   2.74855159e-01   5.51237407e-01   4.56145401e-01
   1.40446770e+00   5.38783143e-01   6.13995941e-01   2.26841711e-01
   7.30740451e-02   6.33039573e-01   6.30803968e-02   1.99063264e-01
   1.51525464e-01   3.58499624e-01   9.52073267e-01   2.30424727e+00
   8.53248599e+00   2.28636543e-01   5.51379485e-01   2.52227135e+00
   2.02212714e-01   2.66452502e-01   2.53275300e-01   8.50738437e-02
   1.36931077e-01   9.31074421e-01   5.40545088e-01   7.99877131e+00
   9.87773346e-02   1.45962004e+00   4.70632033e-01   1.23471190e-01
   2.33566150e-01   5.28726258e-03   1.35570211e+00   2.34565008e-01
   3.86272686e-01   3.83000051e+00   8.83632135e-02   4.17442319e-01
   1.54611075e-02   2.88450326e-01   2.28152757e-01   1.18949069e+01
   4.04414957e-01   9.20236253e-02   5.63636204e-01   3.12250511e+00
   2.20808116e-03   3.79394789e-01   1.80697211e-01   1.87223177e-01]",1.4,0.0
181,"[ 0.0745413   0.04576218  0.95695822  0.6786626   0.291305    0.20357414
  0.01393122  0.69592155  0.40457204  0.75729939  0.34659053  0.22143999
  2.09657523  1.92495376  0.18744067  1.62402619  2.70564934  9.21354489
  0.41722739  3.43482251  0.64387733  0.8649365   1.26308265  0.44703202
  2.10196832  0.25541556  0.41077434  0.38278861  0.49842784  1.05518637
  0.77856496  0.70998381  0.25045356  0.95879105  1.53839991  1.07299772
  0.03514887  0.65941139  0.39081151  0.39640894  0.77607876  0.35266413
  0.24743196  0.05508057  0.22902427  0.49211919  0.71928702  0.08815762
  0.33917736  0.05827207  2.30117503  1.78659254  1.97045473  0.46445086
  0.08430842  0.17233442  0.33626418  0.16243367  0.43633997  2.30806055
  0.85508304  0.17518325  1.27716393  0.16915487  0.67320892  2.55375289
  2.99536714  2.57099933  0.28960335  5.56905355  1.4186101   0.28077908
  0.47720589  1.60463875  2.26550217  0.54930544  0.18174016  1.34829121
  0.43019384  0.09669681  1.26840776  1.2924316   1.53555084  1.76483068
  0.46305379  0.16058483  0.67151257  0.12421446  0.66229166  0.15202921
  1.6083962   0.91454121  0.67930894  0.66988084  1.12930002  3.02272517
  1.82915616  0.25748843  0.85004128  0.77375396]",1.4,0.2
